NDVI,NDRE,GNDVI,Serapan_K
0.759,0.6619,0.7021,40.34
0.3811,0.2821,0.3429,22.93
0.6062,0.536,0.5836,37.31
0.3487,0.2287,0.3256,25.09
0.2284,0.1739,0.1793,15.27
0.1917,0.168,0.217,21.94
0.4985,0.3415,0.4529,24.4
0.6582,0.592,0.5287,39.0
0.5268,0.4594,0.4795,30.36
0.5858,0.4792,0.5352,36.45
0.3193,0.4081,0.2134,28.22
0.5399,0.4679,0.3602,29.22
0.95,0.7445,0.95,56.08
0.2917,0.2982,0.2933,20.36
0.8133,0.6769,0.8017,45.51
0.6814,0.6252,0.5913,39.27
0.6265,0.5539,0.6129,30.42
0.6238,0.5505,0.6102,39.76
0.95,0.8713,0.9409,58.03
0.5124,0.4348,0.4856,29.81
0.3321,0.309,0.3191,21.41
0.8263,0.5848,0.6832,45.92
0.7997,0.787,0.7656,52.62
0.7113,0.6514,0.6735,39.16
0.5332,0.4307,0.4765,35.27
0.95,0.8305,0.95,53.67
0.6405,0.5172,0.6415,40.29
0.3237,0.3877,0.3215,28.91
0.4399,0.4766,0.4449,32.51
0.3903,0.3359,0.3526,23.1
0.5169,0.2592,0.5152,35.09
0.6989,0.5834,0.6611,34.99
0.6952,0.5661,0.6929,41.68
0.4084,0.3733,0.4086,29.71
0.95,0.8713,0.95,52.93
0.2703,0.1425,0.2277,14.76
0.5778,0.4564,0.4951,30.83
0.5437,0.5784,0.4157,30.88
0.8399,0.7055,0.8246,43.85
0.6557,0.6104,0.5915,44.77
0.8147,0.6717,0.7544,46.28
0.3325,0.2576,0.3084,19.08
0.95,0.7955,0.95,51.59
0.568,0.4019,0.5392,34.18
0.3492,0.2507,0.408,27.72
0.8401,0.7421,0.8398,45.72
0.95,0.8436,0.8787,58.52
0.4736,0.5492,0.4176,35.97
0.2855,0.3035,0.3864,26.55
0.7277,0.5301,0.6677,34.95
0.95,0.7478,0.8605,54.09
0.2517,0.2907,0.2703,19.28
0.4917,0.4246,0.4549,26.42
0.7711,0.7258,0.661,43.47
0.4042,0.3058,0.4508,30.29
0.7399,0.5595,0.6989,36.95
0.8072,0.7353,0.7893,48.24
0.5088,0.4014,0.4557,28.19
0.3103,0.2785,0.285,20.32
0.195,0.1729,0.1418,15.61
0.8653,0.7882,0.7582,46.81
0.4692,0.3778,0.4394,33.88
0.458,0.456,0.4357,33.37
0.95,0.7842,0.8999,48.52
0.9179,0.7529,0.8461,50.75
0.7037,0.6005,0.6313,40.71
0.9451,0.827,0.9139,53.57
0.5545,0.4963,0.4725,29.67
0.5859,0.4447,0.5499,36.11
0.95,0.7677,0.9255,50.3
0.781,0.6772,0.7967,47.67
0.7865,0.6588,0.7471,37.66
0.26,0.2075,0.2567,21.37
0.2509,0.2023,0.2621,17.17
0.1,0.1,0.1,8.41
0.95,0.95,0.95,59.52
0.3815,0.2914,0.3963,20.82
0.6232,0.4783,0.535,33.38
0.7648,0.6718,0.7585,46.0
0.732,0.5695,0.7262,42.72
0.295,0.1444,0.2023,23.45
0.1,0.1,0.1,10.03
0.5539,0.4225,0.4817,27.62
0.1,0.1,0.1,5.0
0.5166,0.4132,0.4968,32.01
0.95,0.8359,0.9488,54.08
0.3807,0.3088,0.2929,19.68
0.4834,0.3915,0.3527,24.73
0.7682,0.6891,0.6329,42.07
0.7838,0.7284,0.7476,41.84
0.6005,0.4277,0.5425,41.23
0.95,0.7122,0.7719,50.57
0.3506,0.2649,0.297,20.01
0.7317,0.5616,0.7188,36.77
0.6984,0.569,0.7162,46.1
0.6967,0.6565,0.5945,37.32
0.6258,0.5542,0.5574,25.79
0.4269,0.3671,0.4153,29.28
0.5379,0.4796,0.5175,29.0
0.2288,0.1705,0.2586,16.96
0.8504,0.6814,0.7973,45.69
0.2911,0.2649,0.2726,19.78
0.7327,0.5613,0.621,32.38
0.95,0.817,0.8385,50.9
0.6051,0.5435,0.5729,39.94
0.3944,0.3711,0.3993,23.44
0.4539,0.4118,0.4549,32.94
0.3363,0.288,0.3303,21.42
0.95,0.95,0.95,60.0
0.6882,0.5062,0.7521,44.31
0.5204,0.4126,0.5239,30.9
0.4727,0.3352,0.4121,26.6
0.2003,0.1563,0.1913,18.93
0.95,0.8574,0.95,60.0
0.9409,0.7752,0.8984,48.45
0.95,0.8603,0.95,58.32
0.5945,0.4307,0.5644,37.03
0.9088,0.8022,0.8862,49.78
0.8589,0.6984,0.684,47.67
0.4254,0.4347,0.3666,26.67
0.7221,0.6841,0.6632,39.7
0.1383,0.1,0.1398,11.89
0.3244,0.2277,0.2943,18.49
0.7927,0.6938,0.7499,45.03
0.6806,0.6058,0.6477,36.29
0.5646,0.3422,0.4168,23.18
0.4795,0.4163,0.4523,34.05
0.3865,0.2416,0.3564,20.8
0.8822,0.7409,0.8087,43.68
0.95,0.8807,0.95,56.74
0.5802,0.541,0.5585,38.8
0.95,0.95,0.95,56.07
0.1312,0.1286,0.1,13.46
0.4993,0.4362,0.4064,38.09
0.95,0.7998,0.9092,46.87
0.5393,0.3901,0.5156,34.89
0.7668,0.6245,0.7131,43.92
0.3838,0.3096,0.363,27.54
0.6183,0.5323,0.571,32.98
0.1203,0.1137,0.1,13.79
0.6846,0.5699,0.649,40.79
0.2805,0.2938,0.2559,20.58
0.5474,0.3537,0.4007,23.92
0.5485,0.474,0.5365,35.89
0.9366,0.8175,0.8631,52.61
0.5844,0.4527,0.5502,39.96
0.2779,0.2555,0.2779,18.03
0.328,0.1898,0.3658,26.36
0.3562,0.5072,0.3297,31.79
0.8172,0.6744,0.7844,43.89
0.384,0.3491,0.3775,26.39
0.7116,0.6697,0.547,41.87
0.8472,0.6768,0.9169,46.13
0.3753,0.2722,0.3417,19.03
0.95,0.9299,0.95,51.05
0.336,0.4407,0.394,32.2
0.7618,0.6152,0.7426,45.72
0.2695,0.2322,0.2401,18.15
0.8668,0.7511,0.7718,51.09
0.4576,0.4552,0.4642,34.69
0.95,0.95,0.95,59.72
0.95,0.7855,0.8261,54.4
0.95,0.95,0.95,57.52
0.8731,0.827,0.603,52.09
0.6672,0.5294,0.6274,37.07
0.611,0.5385,0.585,37.73
0.7773,0.5542,0.6523,31.08
0.6287,0.5504,0.6611,35.41
0.6496,0.5577,0.6363,39.13
0.1865,0.216,0.1932,17.33
0.5929,0.5559,0.4596,37.3
0.5041,0.4084,0.4546,27.22
0.4377,0.3042,0.3879,23.25
0.7179,0.6734,0.573,42.05
0.2309,0.1341,0.2377,15.79
0.6538,0.5427,0.6174,40.15
0.9469,0.8429,0.8917,50.33
0.3432,0.3036,0.2751,27.12
0.95,0.8568,0.95,57.19
0.1126,0.1,0.1596,16.86
0.4738,0.3299,0.3994,23.42
0.3619,0.3673,0.3162,29.17
0.95,0.7797,0.7459,48.18
0.3571,0.3679,0.1901,28.6
0.3564,0.2948,0.3464,22.62
0.2318,0.1959,0.2422,16.9
0.4865,0.3869,0.3646,23.81
0.8995,0.8346,0.8453,53.84
0.1,0.1,0.1,6.01
0.9012,0.4928,0.9025,45.79
0.1652,0.1464,0.1575,15.71
0.5746,0.4607,0.6,36.04
0.6284,0.7164,0.5137,39.37
0.7101,0.5937,0.6709,45.96
0.6485,0.5978,0.5517,33.54
0.7749,0.6381,0.5896,45.87
0.3924,0.306,0.3734,21.49
0.3944,0.3173,0.2832,28.99
0.5129,0.26,0.4551,34.31
0.3448,0.3053,0.3609,25.0
0.7149,0.5987,0.6566,36.24
0.5368,0.3915,0.5934,30.73
0.8039,0.6491,0.7651,46.3
0.8254,0.6638,0.7084,36.78
0.6224,0.7366,0.6568,43.16
0.457,0.3969,0.4211,31.33
0.6286,0.4455,0.4486,25.48
0.5315,0.4262,0.3808,24.8
0.3053,0.2904,0.2876,21.13
0.4552,0.3956,0.3242,32.67
0.5817,0.4202,0.5443,37.87
0.6764,0.5966,0.6438,42.12
0.95,0.8207,0.9325,52.2
0.2094,0.1554,0.1994,13.82
0.6105,0.4499,0.5312,27.68
0.8537,0.6409,0.6525,34.28
0.8158,0.7363,0.7212,43.97
0.7364,0.5875,0.8024,41.26
0.9025,0.7743,0.8634,42.36
0.4328,0.3476,0.432,24.39
0.7753,0.6275,0.7433,43.65
0.5918,0.5201,0.5492,30.14
0.7038,0.5987,0.6591,40.74
0.6095,0.5343,0.5228,37.13
0.1,0.1,0.1,8.87
0.3348,0.2824,0.3325,21.03
0.7155,0.5585,0.7613,36.23
0.582,0.5176,0.5926,36.0
0.7197,0.6458,0.6752,43.76
0.95,0.95,0.95,60.0
0.3783,0.3507,0.3834,22.15
0.1,0.1,0.1386,15.4
0.5704,0.4509,0.5989,31.61
0.95,0.8671,0.7534,44.14
0.6173,0.5456,0.566,32.16
0.4703,0.4417,0.4289,32.17
0.8605,0.7879,0.7982,45.5
0.8849,0.7239,0.8617,44.89
0.3336,0.2223,0.3229,19.56
0.3757,0.3294,0.3457,21.68
0.6209,0.6214,0.6551,30.6
0.7615,0.6267,0.7111,39.51
0.2793,0.3014,0.1915,24.59
0.3491,0.3401,0.4031,29.91
0.95,0.9389,0.8508,58.25
0.7491,0.6608,0.5784,48.67
0.4141,0.3714,0.2928,22.03
0.8335,0.6268,0.6869,46.84
0.617,0.4833,0.606,37.34
0.5872,0.5994,0.4612,32.51
0.6311,0.5591,0.5368,32.15
0.7053,0.6133,0.6475,38.27
0.5251,0.448,0.5142,35.99
0.95,0.8712,0.9148,55.58
0.3438,0.3033,0.2663,21.23
0.7794,0.6354,0.7396,45.67
0.5186,0.3903,0.3591,33.81
0.5284,0.4251,0.4494,35.76
0.866,0.7588,0.8065,46.45
0.9077,0.7735,0.8542,47.87
0.8464,0.6828,0.8405,52.62
0.4659,0.3833,0.3955,32.98
0.3087,0.2919,0.3116,25.4
0.3134,0.2622,0.2885,24.25
0.9373,0.7617,0.9017,50.08
0.159,0.1375,0.1375,14.58
0.8107,0.6821,0.7446,45.78
0.3997,0.3655,0.3489,29.58
0.5784,0.5075,0.5388,39.27
0.2417,0.2719,0.1726,23.03
0.6688,0.5987,0.6675,43.44
0.95,0.8204,0.9242,56.78
0.8468,0.9205,0.7211,50.83
0.6798,0.5543,0.6189,40.52
0.4236,0.354,0.4183,31.75
0.5774,0.5208,0.6241,39.87
0.3565,0.2764,0.3167,18.99
0.929,0.6633,0.8684,38.97
0.8586,0.7209,0.6941,48.45
0.95,0.8691,0.8648,56.97
0.5332,0.6065,0.6327,39.18
0.6679,0.5908,0.656,46.59
0.7878,0.6147,0.7331,50.24
0.8197,0.6771,0.7461,43.03
0.8634,0.5435,0.7935,51.33
0.4916,0.4833,0.4422,24.52
0.8013,0.6816,0.8055,43.54
0.6149,0.4143,0.6428,32.03
0.5298,0.4289,0.5063,33.95
0.3973,0.2683,0.2753,31.24
0.7537,0.6985,0.6941,47.12
0.4527,0.4302,0.4656,27.74
0.4302,0.3728,0.3945,28.64
0.7203,0.6295,0.6992,37.39
0.6309,0.4799,0.5749,37.84
0.9283,0.694,0.8501,55.09
0.2054,0.3421,0.2025,25.01
0.2561,0.2708,0.2157,25.64
0.4717,0.424,0.4694,32.28
0.8042,0.6879,0.7438,49.48
0.7615,0.6185,0.7528,48.13
0.1,0.1,0.1,9.55
0.1,0.1,0.1,12.82
0.4753,0.4158,0.4908,33.74
0.9396,0.8134,0.9386,59.64
0.7809,0.6215,0.7618,39.85
0.3502,0.4988,0.1589,30.1
0.3949,0.3011,0.3829,23.45
0.3447,0.2635,0.3487,24.99
0.5491,0.43,0.4858,27.81
0.803,0.7048,0.7332,46.52
0.9115,0.8351,0.8779,43.89
0.95,0.9289,0.95,54.16
0.8306,0.6953,0.7828,40.85
0.726,0.5864,0.6328,42.15
0.9292,0.7633,0.8792,54.92
0.8933,0.7923,0.79,50.78
0.95,0.832,0.8755,58.94
0.7349,0.629,0.6792,46.6
0.6801,0.5651,0.6154,43.71
0.7659,0.6455,0.7437,44.2
0.2388,0.2061,0.209,18.95
0.2274,0.2691,0.2069,19.4
0.741,0.6396,0.7059,38.42
0.8224,0.8205,0.6897,41.35
0.6743,0.4935,0.6435,31.29
0.3685,0.3417,0.2896,18.42
0.8543,0.7415,0.8076,48.02
0.3764,0.2554,0.2789,18.72
0.1814,0.1175,0.1502,14.6
0.4682,0.4012,0.4381,25.93
0.5788,0.444,0.507,29.06
0.95,0.7793,0.8775,53.26
0.8756,0.6717,0.8733,44.67
0.2219,0.2577,0.3071,24.82
0.8333,0.7365,0.9048,50.29
0.7968,0.6713,0.7626,46.5
0.2245,0.1623,0.2498,13.97
0.2527,0.3166,0.1388,24.18
0.5815,0.4776,0.539,29.15
0.4653,0.3425,0.459,30.71
0.95,0.7086,0.8788,53.81
0.8436,0.696,0.8222,43.01
0.5136,0.4416,0.4672,33.6
0.3782,0.3349,0.3635,29.87
0.4438,0.3158,0.4202,27.28
0.6007,0.4041,0.5169,31.96
0.9473,0.6373,0.843,51.89
0.2608,0.3243,0.2855,27.14
0.7385,0.5984,0.7172,43.6
0.451,0.4309,0.4225,31.51
0.3064,0.241,0.343,25.26
0.7336,0.6263,0.7066,44.13
0.7208,0.5202,0.6607,39.07
0.3594,0.4554,0.3647,26.62
0.95,0.8059,0.8659,52.71
0.7112,0.6183,0.7531,38.64
0.6449,0.5584,0.614,33.17
0.5789,0.5431,0.4945,28.79
0.2229,0.151,0.2221,17.1
0.3169,0.237,0.3559,21.26
0.2274,0.1,0.1,11.32
0.3542,0.3196,0.3243,21.76
0.3943,0.3651,0.3822,27.21
0.6331,0.6288,0.5416,41.71
0.6484,0.5566,0.6141,38.74
0.8761,0.737,0.7616,53.04
0.4738,0.3798,0.4364,30.85
0.52,0.4015,0.4992,33.77
0.4586,0.3825,0.4169,31.59
0.4693,0.428,0.4194,27.46
0.5274,0.4861,0.4835,33.82
0.9137,0.8344,0.8542,47.29
0.95,0.8529,0.7688,54.21
0.4302,0.4008,0.3834,24.45
0.95,0.95,0.95,60.0
0.95,0.903,0.8287,53.18
0.8609,0.6881,0.8182,43.21
0.7376,0.5839,0.6988,38.71
0.6873,0.62,0.6735,36.52
0.4797,0.4298,0.4272,28.43
0.9218,0.8022,0.8466,47.33
0.3982,0.3876,0.3756,25.6
0.8018,0.7095,0.76,44.76
0.6786,0.549,0.6547,43.24
0.299,0.2723,0.2853,22.47
0.4675,0.3931,0.5382,37.73
0.5934,0.5278,0.6203,39.38
0.95,0.8746,0.95,59.44
0.8692,0.7119,0.7404,38.62
0.4445,0.328,0.4094,21.74
0.5136,0.431,0.4855,32.95
0.2598,0.2224,0.1368,14.19
0.6071,0.5276,0.5859,36.82
0.4529,0.4144,0.5324,23.27
0.798,0.7006,0.7499,38.43
0.7848,0.6293,0.7361,40.37
0.2376,0.1783,0.2205,14.91
0.7219,0.5677,0.5619,32.76
0.5683,0.5127,0.4831,30.4
0.355,0.3119,0.2915,21.41
0.3323,0.2665,0.3754,20.14
0.7531,0.5801,0.7071,40.95
0.3072,0.242,0.2911,18.66
0.203,0.1791,0.1718,14.57
0.5532,0.4302,0.441,27.0
0.902,0.8054,0.8432,45.21
0.95,0.7987,0.8983,48.49
0.4565,0.4695,0.3601,30.24
0.6402,0.581,0.7262,37.99
0.6186,0.5489,0.616,39.47
0.95,0.7942,0.95,59.27
0.6774,0.5075,0.6641,37.81
0.4164,0.4058,0.427,33.45
0.8503,0.6925,0.735,47.98
0.5176,0.3906,0.5045,28.46
0.4248,0.3217,0.369,30.34
0.4212,0.3358,0.4253,29.72
0.4626,0.4099,0.4104,32.5
0.8779,0.7452,0.8475,41.13
0.6406,0.5936,0.5424,40.53
0.5602,0.413,0.53,29.88
0.6401,0.5406,0.5951,43.43
0.4118,0.3635,0.3358,22.2
0.8165,0.7417,0.7206,38.62
0.7806,0.7053,0.7603,43.59
0.3557,0.3004,0.3594,21.6
0.2436,0.1499,0.1886,15.6
0.3576,0.2704,0.3515,21.16
0.8332,0.7215,0.7829,40.51
0.95,0.8445,0.9335,48.51
0.756,0.5816,0.6642,44.37
0.3283,0.3249,0.3218,25.66
0.8106,0.7419,0.7323,40.14
0.4644,0.3527,0.4431,29.94
0.5476,0.4889,0.5007,36.06
0.4531,0.4527,0.3545,31.93
0.3336,0.4372,0.2472,23.69
0.1286,0.1,0.1226,11.91
0.4235,0.3675,0.3622,23.75
0.5005,0.407,0.4568,31.41
0.7394,0.6203,0.6828,45.53
0.803,0.6543,0.7822,44.8
0.3656,0.4239,0.3097,30.21
0.5439,0.4159,0.538,37.68
0.4645,0.3453,0.445,26.78
0.3147,0.247,0.2904,17.86
0.9483,0.6175,0.8155,52.75
0.8264,0.6916,0.6604,40.91
0.8311,0.6857,0.7436,49.34
0.4845,0.436,0.4502,33.6
0.897,0.7352,0.8354,44.74
0.5574,0.4569,0.5461,34.12
0.6534,0.5528,0.6294,40.55
0.4767,0.2012,0.3577,28.92
0.7194,0.5682,0.6744,44.43
0.8957,0.8447,0.7177,46.25
0.5535,0.4256,0.5245,34.89
0.95,0.9388,0.95,60.0
0.2161,0.1682,0.2177,21.54
0.1,0.1,0.2012,15.32
0.635,0.4595,0.6702,32.14
0.95,0.8926,0.8387,55.33
0.503,0.336,0.4298,27.27
0.3063,0.4165,0.3181,29.43
0.7814,0.6129,0.738,39.5
0.1,0.1,0.1,8.64
0.4156,0.357,0.4231,24.07
0.4069,0.4229,0.4127,32.07
0.95,0.8919,0.95,51.78
0.95,0.6429,0.9275,53.04
0.5864,0.5075,0.5706,30.44
0.3958,0.3322,0.3805,28.2
0.5771,0.4206,0.4631,27.16
0.7688,0.6342,0.7375,36.1
0.5254,0.4354,0.4755,28.63
0.5811,0.4961,0.4997,32.97
0.5748,0.4708,0.5416,36.62
0.7415,0.6308,0.7044,39.63
0.95,0.8903,0.95,55.08
0.8465,0.7141,0.9213,46.99
0.5906,0.4853,0.5679,31.23
0.95,0.7525,0.9055,52.39
0.7968,0.7666,0.7798,51.96
0.6778,0.5527,0.6803,34.46
0.6194,0.4794,0.5946,36.45
0.4103,0.3275,0.3181,23.49
0.2629,0.1767,0.2165,24.15
0.4966,0.407,0.4946,31.25
0.5008,0.4083,0.4437,32.71
0.6496,0.5981,0.6221,34.89
0.3255,0.2324,0.2106,17.89
0.8029,0.6699,0.7949,40.7
0.8267,0.6882,0.7394,50.03
0.4219,0.3376,0.4162,23.75
0.5562,0.5232,0.5001,39.59
0.4487,0.3995,0.4704,32.68
0.5795,0.446,0.4541,26.84
0.4295,0.4048,0.3495,31.2
0.4298,0.3579,0.3683,29.41
0.8446,0.6912,0.7877,45.34
0.4704,0.3828,0.4297,25.52
0.3358,0.5339,0.2139,30.12
0.5784,0.4705,0.5803,31.32
0.6752,0.5656,0.586,34.63
0.6911,0.5303,0.6535,40.34
0.388,0.2876,0.3981,20.96
0.4616,0.5653,0.4626,27.98
0.7161,0.6287,0.6743,44.02
0.843,0.7568,0.8178,44.44
0.4964,0.426,0.4536,31.59
0.6188,0.4248,0.6605,38.61
0.6604,0.5666,0.5476,33.0
0.2198,0.2595,0.1583,20.74
0.5043,0.4352,0.4457,33.64
0.2345,0.1,0.2961,12.94
0.5084,0.3626,0.4872,34.18
0.3114,0.2784,0.2755,20.65
0.2948,0.2122,0.2795,18.91
0.7452,0.6267,0.6139,44.18
0.6486,0.5209,0.6366,42.0
0.5303,0.414,0.4576,29.23
0.7107,0.5681,0.6811,40.79
0.8903,0.7663,0.8444,55.69
0.95,0.8932,0.95,57.5
0.8594,0.7359,0.8467,45.72
0.5109,0.3925,0.5098,35.22
0.6644,0.5841,0.6048,39.75
0.5697,0.474,0.52,35.93
0.3245,0.2944,0.202,24.79
0.6238,0.5627,0.4481,35.4
0.7885,0.651,0.7293,45.23
0.95,0.95,0.95,60.0
0.8988,0.77,0.825,44.67
0.4818,0.3892,0.4523,30.93
0.5449,0.3668,0.5077,37.94
0.6638,0.4967,0.5735,31.91
0.2642,0.1877,0.2525,16.11
0.4154,0.3409,0.4491,24.83
0.5213,0.4746,0.5355,35.95
0.673,0.5363,0.6207,33.19
0.3462,0.4304,0.3373,29.73
0.9007,0.7786,0.8401,49.38
0.7794,0.5983,0.6466,44.82
0.7929,0.6424,0.7601,50.47
0.5604,0.4702,0.5477,35.23
0.4488,0.3659,0.4675,26.58
0.3318,0.3657,0.3092,27.2
0.4385,0.3286,0.3819,21.87
0.6498,0.5489,0.5159,44.23
0.699,0.5091,0.5482,40.6
0.3132,0.3047,0.196,25.92
0.95,0.8187,0.8807,48.06
0.6011,0.5185,0.6029,38.44
0.3073,0.2748,0.3242,20.24
0.95,0.8437,0.9337,60.0
0.6592,0.5144,0.6748,41.03
0.8291,0.6825,0.7935,43.44
0.4209,0.3902,0.3686,32.21
0.4914,0.5057,0.3597,36.43
0.7688,0.703,0.7135,48.76
0.95,0.807,0.8188,41.9
0.5096,0.3664,0.447,33.0
0.1,0.1,0.1,7.43
0.1602,0.1,0.1,8.43
0.615,0.5298,0.5839,37.92
0.69,0.577,0.6857,33.23
0.4911,0.4305,0.4433,32.35
0.5288,0.4153,0.4392,27.14
0.5581,0.5539,0.4382,32.65
0.4874,0.4296,0.4383,28.6
0.6397,0.6387,0.5863,35.29
0.1639,0.1572,0.1236,15.62
0.95,0.95,0.95,60.0
0.7754,0.6052,0.7403,41.94
0.4684,0.357,0.3704,23.97
0.9024,0.7883,0.7623,51.41
0.523,0.4395,0.5027,35.63
0.3605,0.3813,0.4421,22.66
0.95,0.7998,0.9481,56.84
0.7444,0.5207,0.6427,45.52
0.7132,0.666,0.6404,45.37
0.276,0.1871,0.2462,15.24
0.95,0.7797,0.9358,42.38
0.1,0.1,0.1,8.02
0.5784,0.5094,0.519,36.26
0.5105,0.3809,0.4708,31.05
0.3546,0.2396,0.3341,19.41
0.7271,0.6151,0.6824,43.01
0.7256,0.5353,0.6634,49.57
0.5615,0.4162,0.5054,28.86
0.7136,0.537,0.6726,46.3
0.7666,0.7182,0.7213,37.64
0.4182,0.3753,0.4587,31.87
0.7178,0.5809,0.6862,32.05
0.8059,0.708,0.7575,39.86
0.2714,0.2499,0.2679,19.18
0.7953,0.6963,0.6954,46.99
0.4481,0.4023,0.4448,31.63
0.7426,0.5464,0.7515,37.98
0.7912,0.6899,0.7709,51.06
0.9335,0.7814,0.8522,48.47
0.7501,0.8018,0.6262,50.35
0.5463,0.3864,0.3867,34.94
0.1585,0.1988,0.1523,18.76
0.7769,0.6581,0.7412,45.55
0.6062,0.5721,0.5596,38.02
0.1128,0.1205,0.1048,13.22
0.8785,0.7473,0.8427,43.02
0.6648,0.5534,0.5805,34.22
0.4078,0.2945,0.3501,22.96
0.6167,0.4498,0.5982,29.27
0.1759,0.1494,0.1621,13.52
0.4152,0.3118,0.3846,24.38
0.3777,0.4308,0.4144,29.89
0.6678,0.5626,0.6652,41.84
0.7332,0.6042,0.6804,43.22
0.95,0.916,0.95,55.82
0.1,0.1,0.1,9.42
0.7458,0.5852,0.6971,44.31
0.8749,0.7387,0.8255,45.6
0.8766,0.7446,0.8284,51.17
0.4929,0.4721,0.5167,36.83
0.793,0.6635,0.5206,36.56
0.3631,0.3946,0.3688,31.04
0.5004,0.4921,0.4499,27.88
0.95,0.8448,0.9451,50.29
0.3157,0.3393,0.3184,28.85
0.95,0.7527,0.8501,53.21
0.95,0.8101,0.95,53.82
0.807,0.6016,0.6429,44.2
0.3967,0.2746,0.3416,23.77
0.4357,0.3587,0.4159,30.26
0.9178,0.5815,0.8001,48.23
0.8572,0.7432,0.8053,44.96
0.5829,0.4661,0.5429,28.06
0.2832,0.2348,0.2583,17.99
0.6978,0.6482,0.6754,42.12
0.7815,0.5301,0.7698,46.27
0.4189,0.4665,0.3466,25.44
0.3684,0.2819,0.3402,20.5
0.801,0.6518,0.725,46.84
0.866,0.712,0.671,53.57
0.4896,0.3997,0.4286,30.97
0.5431,0.6974,0.4936,35.28
0.7582,0.7704,0.6652,51.57
0.95,0.7964,0.9433,58.96
0.942,0.8355,0.8698,52.27
0.5763,0.4701,0.5742,33.02
0.6461,0.5393,0.6016,36.0
0.777,0.6478,0.7562,40.17
0.6335,0.4767,0.5806,30.64
0.2939,0.3115,0.2582,26.38
0.68,0.5839,0.5757,42.46
0.1407,0.1251,0.1768,12.87
0.7035,0.6344,0.6186,42.35
0.4424,0.2864,0.3975,24.18
0.4329,0.3276,0.3595,20.85
0.3266,0.2047,0.3206,16.85
0.5506,0.6117,0.522,31.61
0.1582,0.1778,0.2618,23.11
0.3693,0.325,0.3726,22.38
0.589,0.475,0.6086,29.96
0.1,0.1032,0.1,9.97
0.4166,0.3425,0.3483,22.87
0.803,0.6706,0.7539,48.14
0.3668,0.3561,0.3512,26.97
0.8909,0.723,0.8016,51.69
0.7784,0.6694,0.77,44.0
0.4568,0.2892,0.4064,31.86
0.7992,0.6864,0.6515,40.31
0.3643,0.293,0.3522,27.79
0.7208,0.6428,0.6085,40.04
0.6029,0.5254,0.4278,31.3
0.9225,0.8664,0.7526,45.67
0.6438,0.6642,0.539,38.23
0.2113,0.1361,0.1846,14.57
0.6216,0.5473,0.595,33.02
0.6465,0.4794,0.5787,47.04
0.8903,0.776,0.8191,52.01
0.3591,0.2668,0.2954,19.59
0.6049,0.5154,0.4987,38.32
0.1944,0.1144,0.1531,10.3
0.95,0.7906,0.95,60.0
0.6249,0.4964,0.5498,31.41
0.7311,0.5106,0.7306,37.37
0.5124,0.4495,0.4635,29.27
0.4457,0.3566,0.4263,25.26
0.3862,0.2821,0.2409,28.04
0.2801,0.1975,0.162,15.44
0.544,0.5825,0.5636,31.64
0.95,0.95,0.95,60.0
0.942,0.95,0.678,55.92
0.2803,0.1726,0.1,13.77
0.4322,0.2877,0.357,29.66
0.797,0.696,0.7531,48.6
0.8376,0.7412,0.7841,53.34
0.4187,0.3184,0.4211,23.72
0.7462,0.605,0.7379,43.51
0.4407,0.3494,0.4206,24.42
0.4208,0.3276,0.4886,32.31
0.6388,0.6025,0.6153,42.26
0.4755,0.5079,0.4081,34.77
0.4649,0.3631,0.4771,38.14
0.735,0.6187,0.7068,39.3
0.8434,0.7755,0.7789,43.4
0.3647,0.2433,0.448,21.75
0.3619,0.3289,0.3273,22.02
0.95,0.95,0.95,60.0
0.6047,0.473,0.5959,37.44
0.7928,0.7477,0.7534,42.37
0.943,0.8454,0.95,57.68
0.6729,0.5817,0.6216,31.33
0.95,0.8694,0.95,59.89
0.9466,0.7518,0.7904,52.55
0.5968,0.5235,0.5871,40.56
0.7103,0.5932,0.5656,43.22
0.6609,0.456,0.7002,40.46
0.2718,0.2384,0.1791,17.61
0.6143,0.566,0.6101,36.96
0.3606,0.3015,0.3213,21.73
0.1754,0.1417,0.1929,14.62
0.6129,0.6092,0.572,35.2
0.8824,0.722,0.8257,46.88
0.95,0.7989,0.8415,43.85
0.7078,0.668,0.6656,36.63
0.8124,0.4705,0.6791,33.99
0.5596,0.5615,0.4344,38.19
0.5193,0.2913,0.381,32.9
0.5839,0.6682,0.5045,37.81
0.3445,0.3115,0.3142,18.71
0.2761,0.2283,0.2547,23.71
0.95,0.8969,0.9007,55.81
0.5081,0.4463,0.4727,32.94
0.8831,0.7017,0.7428,48.92
0.95,0.8268,0.9019,55.19
0.835,0.673,0.8001,37.92
0.7474,0.6226,0.7709,47.35
0.1776,0.1498,0.1902,14.84
0.9465,0.7812,0.7391,49.87
0.708,0.5888,0.6671,33.4
0.4437,0.4486,0.4359,33.09
0.95,0.75,0.95,58.5
0.8203,0.7326,0.8084,44.11
0.7288,0.6462,0.6343,37.91
0.6902,0.529,0.7193,35.54
0.7805,0.6415,0.7351,39.12
0.727,0.6329,0.6121,42.32
0.5041,0.4882,0.4627,34.82
0.4356,0.2904,0.355,19.13
0.9111,0.7399,0.872,49.23
0.76,0.6715,0.6226,38.73
0.3344,0.2386,0.3408,24.47
0.6787,0.5584,0.6187,34.35
